path_segment,x1,y1,theta1,x2,y2,theta2
72,1.4399798426087818,6.496979315618624e-08,6.129225926798654e-08,0.37997984260883777,-2.8143279717424053e-07,6.129225926798654e-08
73,1.4599795626450152,6.587215166585461e-08,6.214354053568627e-08,0.3999795626450713,-2.805304386645722e-07,6.214354053568627e-08
74,1.479979282681248,6.677450973143342e-08,6.299482202543061e-08,0.41997928268130436,-2.796280805989932e-07,6.299482202543061e-08
75,1.4999790027174804,6.767686824110154e-08,6.384610329313034e-08,0.4399790027175374,-2.7872572208932497e-07,6.384610329313034e-08
76,1.5199787227537138,6.857922630668066e-08,6.469738478287468e-08,0.45997872275377094,-2.7782336402374584e-07,6.469738478287468e-08
77,1.5399784427899474,6.948158437225977e-08,6.55486660505744e-08,0.47997844279000357,-2.7692100595816697e-07,6.55486660505744e-08
78,1.5599781628261802,7.038394288192789e-08,6.639994754031875e-08,0.49997816282623664,-2.760186474484988e-07,6.639994754031875e-08
79,1.5799778828624127,7.12863009475067e-08,6.725122880801848e-08,0.5199778828624697,-2.751162893829198e-07,6.725122880801848e-08
80,1.599977602898646,7.218865945717512e-08,6.810251029776282e-08,0.5399776028987028,-2.7421393087325156e-07,6.810251029776282e-08
81,1.6199773229348797,7.309101752275424e-08,6.895379156546255e-08,0.5599773229349359,-2.733115728076726e-07,6.895379156546255e-08
82,1.6399770429711125,7.399337558833315e-08,6.980507305520689e-08,0.5799770429711689,-2.7240921474209356e-07,6.980507305520689e-08
83,1.659976763007345,7.489573409800117e-08,7.065635432290662e-08,0.5999767630074019,-2.7150685623242537e-07,7.065635432290662e-08
84,1.6799764830435784,7.579809216358028e-08,7.150763581265096e-08,0.6199764830436346,-2.706044981668465e-07,7.150763581265096e-08
85,1.699976203079812,7.670045067324872e-08,7.235891708035069e-08,0.639976203079868,-2.6970213965717815e-07,7.235891708035069e-08
86,1.7199759231160445,7.760280873882752e-08,7.321019857009503e-08,0.6599759231161016,-2.68799781591599e-07,7.321019857009503e-08
87,1.7399756431522773,7.850516680440643e-08,7.406147983779476e-08,0.6799756431523343,-2.6789742352602015e-07,7.406147983779476e-08
88,1.7599753631885109,7.940752531407475e-08,7.49127613275391e-08,0.6999753631885677,-2.669950650163518e-07,7.49127613275391e-08
89,1.7799750832247443,8.030988337965387e-08,7.576404259523885e-08,0.7199750832248004,-2.6609270695077293e-07,7.576404259523885e-08
90,1.7999748032609768,8.121224144523278e-08,7.661532408498316e-08,0.7399748032610334,-2.6519034888519395e-07,7.661532408498316e-08
91,1.8199745232972102,8.21145999549011e-08,7.74666053526829e-08,0.7599745232972664,-2.642879903755257e-07,7.74666053526829e-08
92,1.839974243333443,8.301695802047991e-08,7.831788684242724e-08,0.7799742433335001,-2.633856323099466e-07,7.831788684242724e-08
93,1.8599739633696766,8.391931653014835e-08,7.916916811012698e-08,0.7999739633697326,-2.6248327380027855e-07,7.916916811012698e-08
94,1.879973683405909,8.482167459572715e-08,8.002044959987133e-08,0.8199736834059662,-2.6158091573469936e-07,8.002044959987133e-08
95,1.8999734034421418,8.572403266130605e-08,8.087173086757103e-08,0.8399734034421987,-2.606785576691205e-07,8.087173086757103e-08
96,1.9199731234783752,8.662639117097438e-08,8.172301235731538e-08,0.8599731234784318,-2.5977619915945225e-07,8.172301235731538e-08
97,1.9399728435146086,8.75287492365535e-08,8.257429362501512e-08,0.8799728435146649,-2.588738410938733e-07,8.257429362501512e-08
98,1.9599725635508416,8.843110774622162e-08,8.342557511475945e-08,0.8999725635508984,-2.579714825842049e-07,8.342557511475945e-08
99,1.979972283587075,8.933346581180073e-08,8.427685638245919e-08,0.919972283587131,-2.5706912451862605e-07,8.427685638245919e-08
100,1.9999720036233075,9.023582387737964e-08,8.512813787220352e-08,0.9399720036233641,-2.561667664530471e-07,8.512813787220352e-08
101,2.019971723659541,9.113818238704798e-08,8.597941913990326e-08,0.9599717236595976,-2.5526440794337873e-07,8.597941913990326e-08
102,2.039971443695774,9.204054045262678e-08,8.68307006296476e-08,0.9799714436958307,-2.543620498777997e-07,8.68307006296476e-08
103,2.059971163732007,9.29428989622952e-08,8.768198189734734e-08,0.9999711637320637,-2.534596913681315e-07,8.768198189734734e-08
104,2.0799708837682407,9.384525702787433e-08,8.853326338709167e-08,1.0199708837682968,-2.525573333025525e-07,8.853326338709167e-08
